"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1972","1972",30.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1973","1973",32.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1974","1974",35.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1975","1975",37.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1976","1976",40,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1977","1977",42.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1978","1978",44.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1979","1979",46.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1980","1980",49,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1981","1981",52.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1982","1982",55.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1983","1983",57.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1984","1984",59.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1985","1985",61.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1986","1986",63.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1987","1987",65,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1988","1988",66,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1989","1989",68,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1990","1990",70,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1991","1991",72.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1992","1992",75.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1993","1993",77.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1994","1994",79.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1995","1995",80.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1996","1996",81.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1997","1997",82.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1998","1998",82.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","1999","1999",82.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","2000","2000",84.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","2001","2001",85.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","2002","2002",86.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","2003","2003",87.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","2004","2004",89.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","2005","2005",91.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","2006","2006",93.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","2007","2007",95.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","2008","2008",97.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","2009","2009",99.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","2010","2010",100,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","2011","2011",101.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","2012","2012",103.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","2013","2013",105.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","2014","2014",107.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","2015","2015",110.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","2016","2016",111.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","AUT","Austria","2017","2017",113.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1970","1970",22.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1971","1971",24,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1972","1972",25.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1973","1973",27.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1974","1974",30.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1975","1975",34.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1976","1976",37.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1977","1977",39.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1978","1978",41.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1979","1979",43.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1980","1980",45.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1981","1981",47.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1982","1982",51.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1983","1983",54.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1984","1984",57,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1985","1985",59.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1986","1986",61.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1987","1987",62.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1988","1988",63.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1989","1989",66.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1990","1990",68.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1991","1991",70.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1992","1992",73,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1993","1993",75.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1994","1994",77.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1995","1995",78.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1996","1996",78.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1997","1997",79.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1998","1998",80.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","1999","1999",81.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","2000","2000",83,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","2001","2001",84.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","2002","2002",86.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","2003","2003",87.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","2004","2004",89.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","2005","2005",91.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","2006","2006",93.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","2007","2007",95.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","2008","2008",97.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","2009","2009",98.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","2010","2010",100,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","2011","2011",102,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","2012","2012",104,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","2013","2013",105.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","2014","2014",105.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","2015","2015",107,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","2016","2016",108.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","BEL","Belgium","2017","2017",110.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1970","1970",17,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1971","1971",17.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1972","1972",18.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1973","1973",20.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1974","1974",23.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1975","1975",26.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1976","1976",28.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1977","1977",30.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1978","1978",32.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1979","1979",36.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1980","1980",39.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1981","1981",44.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1982","1982",48,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1983","1983",50.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1984","1984",52.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1985","1985",54.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1986","1986",55.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1987","1987",58.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1988","1988",61.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1989","1989",64.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1990","1990",66.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1991","1991",68.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1992","1992",69.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1993","1993",70.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1994","1994",71.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1995","1995",73,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1996","1996",74.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1997","1997",75.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1998","1998",75,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","1999","1999",76.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","2000","2000",79.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","2001","2001",81,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","2002","2002",82,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","2003","2003",84.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","2004","2004",87.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","2005","2005",90.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","2006","2006",92.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","2007","2007",95.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","2008","2008",99.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","2009","2009",97.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","2010","2010",100,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","2011","2011",103.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","2012","2012",104.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","2013","2013",106.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","2014","2014",108.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","2015","2015",107.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","2016","2016",108.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CAN","Canada","2017","2017",110.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","1990","1990",26.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","1991","1991",35.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","1992","1992",40.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","1993","1993",48.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","1994","1994",54.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","1995","1995",59.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","1996","1996",65.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","1997","1997",71.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","1998","1998",78.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","1999","1999",80.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","2000","2000",82.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","2001","2001",86.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","2002","2002",88.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","2003","2003",89.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","2004","2004",92.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","2005","2005",93,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","2006","2006",93.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","2007","2007",96.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","2008","2008",98.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","2009","2009",101.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","2010","2010",100,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","2011","2011",100,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","2012","2012",101.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","2013","2013",102.9,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","2014","2014",105.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","2015","2015",106.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","2016","2016",108,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","CZE","Czech Republic","2017","2017",109.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1970","1970",15.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1971","1971",16.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1972","1972",17.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1973","1973",19.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1974","1974",22.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1975","1975",25.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1976","1976",27.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1977","1977",30.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1978","1978",32.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1979","1979",35.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1980","1980",38.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1981","1981",42.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1982","1982",46.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1983","1983",50.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1984","1984",53.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1985","1985",55.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1986","1986",56.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1987","1987",59.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1988","1988",61.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1989","1989",64.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1990","1990",66.4,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1991","1991",68.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1992","1992",69.3,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1993","1993",69.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1994","1994",70.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1995","1995",71.7,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1996","1996",73.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1997","1997",74.6,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1998","1998",75.5,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","1999","1999",76.8,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","2000","2000",79.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","2001","2001",81.1,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","2002","2002",83,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","2003","2003",84.2,,
"ECONPIBN","Gross domestic product","INDICEIP","Price index (2010=100)","DNK","Denmark","2004","2004",86,,
